area_type,size,bathroom,parking,balcony,price,total_sqft,hospital_nearby,school_nearby,mall_nearby,resale,location
Super built-up  Area,3 BHK,2,1,3,9000000,1588,No,Yes,Yes,0,Kodihalli
Built-up  Area,3 BHK,4,1,1,24000000,2300,No,Yes,No,1,Ashraya Layout
Built-up  Area,9 BHK,8,1,2,16500000,3600,No,Yes,No,1,Singasandra
Built-up  Area,2 BHK,2,2,1,8600000,1308,Yes,Yes,No,1,Whitefield
Super built-up  Area,3 BHK,2,2,2,5427000,1340,Yes,Yes,Yes,1,Whitefield
Plot  Area,3 BHK,9,2,3,45000000,3280,Yes,Yes,No,0,Sarjapur  Road
Built-up  Area,4 BHK,3,1,2,26500000,2170,Yes,No,No,1,Sarjapur  Road
Super built-up  Area,3 BHK,3,2,2,13500000,1719,No,No,No,1,Hennur Road
Super built-up  Area,2 BHK,2,2,1,4151000,1107.83,No,Yes,Yes,1,Kalena Agrahara
Plot  Area,2 BHK,2,1,1,4584000,1200,No,Yes,No,1,Sarjapura - Attibele Road
Built-up  Area,1 BHK,2,1,1,3148000,1090,No,No,No,0,Hebbal
Plot  Area,5 BHK,5,1,2,21000000,1500,No,Yes,No,0,Arishinakunte
Super built-up  Area,3 BHK,3,1,2,10400000,1660,No,No,Yes,0,Bannerghatta Road
Super built-up  Area,2 BHK,2,1,1,5856000,1247,Yes,No,No,1,Gunjur
Super built-up  Area,3 BHK,3,1,2,9600000,1595,No,Yes,Yes,0,Rajaji Nagar
Super built-up  Area,2 BHK,2,2,2,5000000,1175,No,No,Yes,0,R.T. Nagar
Plot  Area,8 BHK,8,2,,13500000,1200,Yes,Yes,Yes,1,"Thanisandra Main Road, "
Super built-up  Area,2 BHK,2,1,1,7800000,1184,No,Yes,Yes,0,Hennur
Super built-up  Area,2 BHK,2,1,2,5500000,1100,No,Yes,Yes,0,Kogilu
Plot  Area,2 BHK,2,2,0,7800000,935,Yes,Yes,No,0,Infantry Road
Built-up  Area,2 BHK,2,1,2,6000000,1200,Yes,No,No,1,Thanisandra
Plot  Area,5 BHK,5,2,1,40800000,2400,Yes,No,Yes,0,Horamavu Agara
Super built-up  Area,2 BHK,2,2,1,4500000,1000,Yes,Yes,No,0,Whitefield
Built-up  Area,2 BHK,2,2,0,5200000,1000,Yes,Yes,No,1,Electronic City
Super built-up  Area,3 BHK,3,1,2,8500000,1705,No,No,No,0,Sarvabhouma Nagar
Built-up  Area,3 BHK,2,1,2,5830000,1060,No,Yes,Yes,1,Jakkur
Plot  Area,4 BHK,4,1,1,12000000,2325,Yes,Yes,Yes,1,Nagavara
Super built-up  Area,3 BHK,2,1,2,5500000,1347,No,Yes,Yes,0,Thanisandra
Plot  Area,8 BHK,8,2,3,25000000,1200,Yes,Yes,No,0,Kaggadasapura
Super built-up  Area,2 BHK,2,1,2,9500000,1402,Yes,No,No,1,9th Phase JP Nagar
Super built-up  Area,3 BHK,4,2,2,12500000,2280,No,No,Yes,1,Old Airport Road
Super built-up  Area,2 BHK,2,1,2,7105000,1225,No,Yes,Yes,1,Byrasandra
Super built-up  Area,2 BHK,2,1,1,5300000,1080,No,No,No,1,Kaval Byrasandra
Built-up  Area,7 BHK,7,1,,9000000,4000,No,Yes,No,0,Yelahanka
Super built-up  Area,3 BHK,3,1,0,30000000,1919,Yes,Yes,No,0,Rajaji Nagar
Built-up  Area,2 BHK,2,1,2,4260000,1100,No,No,Yes,1,Neelamangala
Super built-up  Area,4 BHK,4,2,3,22500000,2500,Yes,Yes,Yes,0,Uttarahalli
Super built-up  Area,2 BHK,2,1,2,7800000,1200,No,No,No,0,Yelahanka
Super built-up  Area,3 BHK,2,2,2,5791000,1565,No,No,No,0,Tumkur Road
Plot  Area,2 BHK,3,2,0,7800000,1200,Yes,No,No,0,Chikka Tirupathi
Super built-up  Area,3 BHK,3,2,3,7600000,1581,No,No,No,0,Kammagondahalli
Super built-up  Area,4 BHK,5,2,1,20000000,2882,No,Yes,Yes,1,Kathreguppe
Plot  Area,5 BHK,5,1,2,9700000,1440,No,Yes,No,1,Varthur
Super built-up  Area,3 BHK,3,2,3,27300000,2180,No,Yes,Yes,1,Whitefield
Built-up  Area,4 BHK,8,1,,45000000,7000,No,No,Yes,0,Whitefield ECC Road
Super built-up  Area,2 BHK,2,1,1,3892000,985,Yes,Yes,No,1,5th Phase JP Nagar
Built-up  Area,2 BHK,2,1,2,3500000,950,Yes,Yes,No,1,Koppa
Super built-up  Area,2 BHK,2,2,2,5500000,1339,Yes,No,No,0,Lavelle Road
Super built-up  Area,3 BHK,3,1,1,7200000,1449,No,Yes,No,1,Begur Road
Plot  Area,4 BHK,4,1,2,18000000,1200,Yes,Yes,No,0,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,2,3868000,1100,Yes,Yes,Yes,0,Bannerghatta Road
Super built-up  Area,2 BHK,1,1,0,2809500,1003.5,No,Yes,No,0,Begur Road
Built-up  Area,3 BHK,3,1,2,20000000,2700,Yes,No,No,0,Maruthi nagar kogilu
Super built-up  Area,2 BHK,2,1,3,5500000,1100,Yes,Yes,Yes,1,Kothanur
Built-up  Area,2 BHK,2,1,1,3292000,1140,No,No,No,0,Whitefield
Plot  Area,3 BHK,3,2,2,33000000,3009,Yes,No,Yes,1,TC Palaya
Super built-up  Area,8 BHK,8,2,3,31000000,3300,No,Yes,No,0,Krishna Reddy Layout
Built-up  Area,2 BHK,1,2,2,3000000,800,Yes,Yes,No,0,Nagasandra
Built-up  Area,5 BHK,4,2,0,6500000,2000,Yes,No,No,1,Abbigere
Plot  Area,4 BHK,4,1,1,19000000,1200,No,No,Yes,0,Sarjapur
Built-up  Area,2 BHK,2,1,3,9500000,1300,Yes,Yes,Yes,0,Jai Bheema Nagar
Super built-up  Area,2 BHK,2,1,2,6000000,1220,No,Yes,Yes,1,Ayappa Nagar
Super built-up  Area,3 BHK,3,1,2,17800000,2289,Yes,Yes,Yes,1,Chikkasandra
Super built-up  Area,2 BHK,2,1,1,5600000,1170,No,Yes,Yes,1,Brindavan Layout
Super built-up  Area,2 BHK,2,1,2,8950000,1350,No,Yes,No,1,Hoskote
Super built-up  Area,2 BHK,2,2,1,4500000,883,Yes,Yes,Yes,0,Kaval Byrasandra
Built-up  Area,3 BHK,3,2,2,12500000,1698,Yes,Yes,Yes,0,Billamaranahalli
Super built-up  Area,4 BHK,2,2,0,10500000,2187.5,No,Yes,No,0,Electronic City
Super built-up  Area,2 BHK,2,2,1,5850000,1060,Yes,No,Yes,0,Sarjapur
Super built-up  Area,2 BHK,2,1,2,7500000,1185,Yes,Yes,No,0,Hanumantha Nagar
Super built-up  Area,3 BHK,3,2,1,18000000,2051,Yes,No,Yes,1,Chandapura
Super built-up  Area,2 BHK,2,1,1,7200000,1404,No,No,Yes,1,Chikkabanavar
Super built-up  Area,2 BHK,2,2,1,6700000,1252,Yes,No,No,0,Prasanti Nagar
Super built-up  Area,3 BHK,3,2,1,12500000,1885,No,Yes,Yes,1,3rd Block Hrbr Layout
Built-up  Area,6 BHK,6,1,3,22500000,3381,No,No,No,1,Kanakpura Road
Super built-up  Area,2 BHK,2,1,2,4200000,980,Yes,Yes,Yes,1,Sarjapur  Road
Super built-up  Area,3 BHK,3,2,3,34000000,2500,Yes,Yes,No,1,Whitefield
Super built-up  Area,3 BHK,3,1,1,6600000,1420,No,No,No,1,Vignana Nagar
Plot  Area,6 BHK,6,1,,13500000,1166,Yes,No,No,1,Kambipura
Built-up  Area,3 BHK,3,1,2,15600000,2312,No,Yes,No,0,Thanisandra
Super built-up  Area,4 BHK,4,1,,13000000,3000,No,Yes,No,1,Electronic City Phase II
Built-up  Area,2 BHK,2,2,1,7000000,1175,No,No,Yes,1,Ambalipura
Super built-up  Area,2 BHK,2,2,2,5100000,1145,Yes,No,No,1,Somasundara Palya
Built-up  Area,2 BHK,2,1,1,5250000,970,Yes,No,Yes,0,Padmanabhanagar
Built-up  Area,2 BHK,2,2,1,3249000,1125,No,Yes,Yes,0,Vittasandra
Super built-up  Area,3 BHK,2,2,0,9263000,1639.5,No,Yes,No,1,Electronic City Phase II
Built-up  Area,4 BHK,4,2,,30000000,5000,No,No,Yes,1,Bannerghatta Road
Built-up  Area,3 BHK,3,1,3,24000000,2150,Yes,No,No,0,Kaikondrahalli
Super built-up  Area,3 BHK,3,1,1,5700000,1635,Yes,Yes,No,0,Hormavu
Built-up  Area,3 BHK,3,2,1,32000000,3425,Yes,Yes,Yes,0,Rajaji Nagar
Built-up  Area,4 BHK,4,1,3,25300000,2950,Yes,Yes,Yes,1,Banashankari
Super built-up  Area,1 BHK,2,2,1,6600000,1200,Yes,No,Yes,1,Medahalli
Super built-up  Area,3 BHK,2,1,2,7343000,1335,No,No,No,1,"Banasawadi, "
Super built-up  Area,4 BHK,6,2,0,44900000,4450,No,Yes,Yes,0,Kaggadasapura
Super built-up  Area,2 BHK,2,1,1,6408000,1166,No,Yes,Yes,0,Jayamahal
Super built-up  Area,3 BHK,3,2,1,37200000,2390,No,No,Yes,1,Vinayaka Nagar
Super built-up  Area,3 BHK,2,1,1,9000000,1460,Yes,No,Yes,0,Bhoganhalli
Super built-up  Area,3 BHK,3,2,3,5000000,1690,No,Yes,Yes,1,Electronic City
Plot  Area,4 BHK,3,1,2,9300000,1386,Yes,No,No,1,Whitefield
Super built-up  Area,2 BHK,2,1,2,3200000,1090,No,No,No,1,9th Phase JP Nagar
Super built-up  Area,3 BHK,3,2,1,8573000,1732,Yes,No,Yes,1,3rd Block Jayanagar
Super built-up  Area,2 BHK,2,1,1,7200000,1390,Yes,Yes,Yes,1,Ramagondanahalli
Built-up  Area,2 BHK,2,1,1,8541000,1095,Yes,No,No,1,Harlur
Super built-up  Area,1 BHK,1,0,1,1719000,500,Yes,No,No,0,Hennur Road
Super built-up  Area,3 BHK,2,1,3,5000000,2400,No,No,No,0,Jalahalli
Built-up  Area,3 BHK,2,1,3,8500000,1350,Yes,Yes,No,1,Kathriguppe
Built-up  Area,3 BHK,2,1,2,7300000,1453,Yes,No,Yes,1,Hebbal
Super built-up  Area,2 BHK,2,2,1,6500000,1226,Yes,Yes,Yes,0,Yeshwanthpur
Plot  Area,4 BHK,2,2,2,16500000,784,No,No,No,0,Rajaji Nagar
Super built-up  Area,3 BHK,2,2,1,6800000,1168,Yes,Yes,Yes,1,Shivaji Nagar
Super built-up  Area,3 BHK,3,1,2,12400000,1776,Yes,Yes,Yes,0,Gulimangala
Built-up  Area,3 BHK,3,2,2,6800000,1634,No,No,Yes,0,Nagashetty Halli
Plot  Area,2 BHK,2,1,0,5600000,860,Yes,No,Yes,0,Devasandra Extension
Plot  Area,3 BHK,3,1,1,40000000,2800,Yes,Yes,No,1,Thanisandra
Super built-up  Area,3 BHK,3,2,2,9500000,1650,Yes,Yes,Yes,0,Whitefield
Super built-up  Area,2 BHK,2,2,1,7000000,1190,Yes,No,Yes,1,Sector 2 HSR Layout
Super built-up  Area,2 BHK,2,2,1,3399000,1133,No,No,No,0,Kengeri
Super built-up  Area,3 BHK,3,1,2,6200000,1559,No,No,No,0,Channasandra Layout
Plot  Area,3 BHK,4,1,0,11800000,1448,No,Yes,No,1,Yelahanka
Super built-up  Area,4 BHK,6,1,1,51000000,6652,No,No,No,0,Bannerghatta Road
Super built-up  Area,2 BHK,2,2,1,5000000,976,Yes,Yes,Yes,0,Thanisandra
Plot  Area,4 BHK,4,1,3,24000000,1350,No,No,No,1,Kasturi Nagar
Super built-up  Area,3 BHK,2,2,2,5400000,1590,Yes,Yes,Yes,0,Hegde Nagar
Super built-up  Area,4 BHK,6,1,2,20100000,2940,No,Yes,Yes,0,Bannerghatta
Built-up  Area,3 BHK,3,2,2,11000000,1633,Yes,Yes,No,0,Whitefield
Super built-up  Area,2 BHK,2,2,2,4600000,1151,Yes,Yes,Yes,0,Hormavu
Super built-up  Area,3 BHK,2,2,2,4200000,1400,Yes,No,Yes,1,Kamala Nagar
Super built-up  Area,2 BHK,2,1,1,3600000,1037,No,No,No,0,Nagasandra
Super built-up  Area,2 BHK,2,1,1,3600000,1188,Yes,No,Yes,0,Whitefield
Super built-up  Area,2 BHK,2,1,1,5200000,1060,Yes,No,No,1,JP Nagar
Super built-up  Area,3 BHK,4,1,2,16200000,2215,No,No,Yes,1,Suraksha Nagar
Super built-up  Area,2 BHK,2,1,2,5450000,1255,Yes,Yes,Yes,0,Horamavu Banaswadi
Plot  Area,3 BHK,2,2,1,30000000,2500,Yes,Yes,No,1,Sathya Sai Layout
Super built-up  Area,2 BHK,2,2,1,5370000,1075,No,No,Yes,0,Kodichikkanahalli
Super built-up  Area,4 BHK,5,2,3,18000000,2569,Yes,No,No,0,Bank Of Baroda Colony
Super built-up  Area,2 BHK,2,2,1,2700000,900,Yes,No,No,0,Yelahanka
Super built-up  Area,2 BHK,2,2,1,7954000,1183,Yes,No,No,1,Binny Pete
Super built-up  Area,2 BHK,2,2,2,4400000,1100,Yes,Yes,No,1,Yelahanka
Super built-up  Area,3 BHK,2,1,2,7000000,1643,Yes,No,No,0,Ramagondanahalli
Super built-up  Area,3 BHK,2,1,2,12000000,1500,No,No,Yes,0,Kereguddadahalli
Super built-up  Area,2 BHK,2,1,1,7500000,1291,Yes,No,Yes,1,Uttarahalli
Plot  Area,3 BHK,3,2,2,8000000,1150,Yes,No,Yes,1,Thanisandra
Super built-up  Area,2 BHK,2,2,1,5500000,1060,Yes,Yes,Yes,1,Raja Rajeshwari Nagar 5th Stage
Super built-up  Area,3 BHK,2,2,2,11000000,1575,No,No,No,0,Thigalarapalya
Plot  Area,5 BHK,4,2,1,16000000,1200,No,Yes,No,0,Hennur
Built-up  Area,4 BHK,3,1,2,5500000,1700,No,No,No,0,Ganesha Block
Super built-up  Area,2 BHK,2,1,1,5800000,1236,Yes,Yes,Yes,0,Hormavu
Built-up  Area,3 BHK,2,2,2,3900000,1350,No,No,No,1,Harlur
Super built-up  Area,3 BHK,4,1,3,32600000,2475,Yes,No,No,0,ITPL
Built-up  Area,6 BHK,6,2,,17500000,3800,Yes,No,No,1,Kudlu Gate
Built-up  Area,4 BHK,5,2,,37500000,4694,No,Yes,Yes,0,HSR Layout
Built-up  Area,2 BHK,2,2,1,3466000,1200,Yes,Yes,Yes,0,GM Palaya
Plot  Area,4 BHK,4,2,1,7500000,1200,No,Yes,No,1,Banagiri Nagar
Built-up  Area,2 BHK,2,1,2,5600000,1225,Yes,No,Yes,0,Jakkur
Super built-up  Area,2 BHK,2,2,1,7500000,1056,No,Yes,Yes,1,Hennur
Super built-up  Area,3 BHK,2,2,2,4285000,1240,No,Yes,Yes,0,Electronic City
Super built-up  Area,3 BHK,3,1,2,7452000,1200,No,No,Yes,0,7th Phase JP Nagar
Super built-up  Area,3 BHK,3,1,2,11000000,1850,No,No,Yes,1,BHEL Layout
Super built-up  Area,4 BHK,4,1,3,18000000,3150,Yes,No,No,1,Byrathi Village
Built-up  Area,1 BHK,1,2,0,3982000,1200,Yes,No,Yes,0,Mahadevpura
Plot  Area,4 BHK,4,1,1,15000000,1018,Yes,No,No,0,Ramamurthy Nagar
Built-up  Area,5 BHK,6,1,1,46000000,3520,Yes,Yes,No,1,Malleshwaram
Super built-up  Area,3 BHK,2,1,2,3022000,1185,No,No,No,1,Pai Layout
Super built-up  Area,2 BHK,2,2,2,5600000,918,No,No,Yes,0,Haralur Road
Super built-up  Area,3 BHK,2,2,2,6800000,1330,Yes,Yes,No,1,Electronic City
Built-up  Area,3 BHK,2,1,3,7000000,1540,No,No,No,1,Hulimavu
Super built-up  Area,2 BHK,2,2,2,8000000,1200,Yes,Yes,No,0,Harlur
Super built-up  Area,2 BHK,2,2,2,3700000,927,Yes,Yes,No,0,Thanisandra
Built-up  Area,4 BHK,2,2,0,11500000,2585.5,Yes,No,Yes,1,9th Phase JP Nagar
Super built-up  Area,3 BHK,2,2,2,7800000,1400,Yes,Yes,No,0,Banashankari
Super built-up  Area,2 BHK,2,1,2,10600000,1345,No,No,Yes,1,Kudlu Gate
Built-up  Area,4 BHK,3,1,1,40000000,1900,No,No,Yes,1,Amblipura
Super built-up  Area,2 BHK,2,1,3,8000000,1510,Yes,Yes,Yes,1,Naganathapura
Super built-up  Area,1 BHK,1,0,0,2500000,500,Yes,Yes,Yes,0,Dodda Banaswadi
Super built-up  Area,1 BHK,,2,,2700000,525,No,Yes,Yes,1,Konena Agrahara
Plot  Area,3 BHK,3,1,1,6152000,1500,No,Yes,Yes,1,Chandapura
Super built-up  Area,1 BHK,1,1,0,4253500,827.5,No,Yes,No,0,Jigani
Super built-up  Area,3 BHK,2,2,2,7200000,1100,Yes,No,Yes,0,GD Layout
Built-up  Area,3 BHK,3,2,1,6800000,1200,Yes,No,Yes,0,Munnekollal
Super built-up  Area,3 BHK,3,1,2,5300000,1100,Yes,No,No,1,Lakshminarayana Pura
Carpet  Area,4 BHK,4,1,0,11500000,2282,No,Yes,No,0,Sunkan palya
Built-up  Area,2 BHK,2,1,1,3749000,760,Yes,Yes,Yes,0,Sarjapur
Plot  Area,3 BHK,3,2,0,10000000,2172,No,No,No,1,CV Raman Nagar
Super built-up  Area,6 BHK,6,1,,39000000,3800,No,Yes,Yes,1,Hosur Road
Plot  Area,4 BHK,2,1,1,7200000,600,No,No,No,1,1st Phase JP Nagar
Super built-up  Area,3 BHK,3,1,2,16500000,3300,No,Yes,Yes,0,8th Phase JP Nagar
Super built-up  Area,3 BHK,3,2,1,5100000,1242,No,Yes,Yes,0,Malleshwaram
Plot  Area,1 BHK,1,1,1,4800000,500,Yes,Yes,No,0,Kanakpura Road
Super built-up  Area,3 BHK,2,2,2,4358000,1245,Yes,No,Yes,0,ITPL
Built-up  Area,2 BHK,2,1,2,4400000,1088,Yes,Yes,No,0,Yelahanka
Built-up  Area,2 BHK,2,2,0,4600000,1200,No,No,Yes,0,Vidyaranyapura
Plot  Area,3 BHK,3,1,1,10000000,1995,No,Yes,Yes,0,Sunkadakatte
Super built-up  Area,2 BHK,2,1,1,8200000,1309,Yes,No,No,1,Kanakpura Road
Super built-up  Area,3 BHK,3,2,2,20000000,1717,No,Yes,No,1,Hormavu
Super built-up  Area,3 BHK,3,1,2,20000000,2100,Yes,Yes,No,0,Jayanti Nagar
Plot  Area,2 BHK,1,2,0,9000000,880,No,Yes,No,1,Sarjapur
Plot  Area,6 BHK,6,1,1,9500000,1200,No,Yes,Yes,1,Yeshwanthpur Industrial Suburb
Super built-up  Area,3 BHK,3,1,2,4200000,1250,No,Yes,Yes,0,Kumaraswami Layout
Super built-up  Area,3 BHK,5,2,2,24000000,3520,Yes,Yes,No,1,8th Phase JP Nagar
Super built-up  Area,2 BHK,2,2,2,5400000,1041,No,No,Yes,1,Thubarahalli
Super built-up  Area,3 BHK,2,1,2,6000000,1505,Yes,Yes,Yes,0,Moodalapalya
Super built-up  Area,3 BHK,3,2,2,15000000,1776,Yes,No,No,1,Uttarahalli
Super built-up  Area,3 BHK,3,1,2,8900000,1767,No,No,Yes,0,Kadugodi
Super built-up  Area,2 BHK,2,1,2,8000000,1293,No,No,No,0,Sahakara Nagar
Super built-up  Area,2 BHK,2,1,1,5000000,1320,Yes,No,Yes,0,TC Palaya
Built-up  Area,2 BHK,2,1,2,6848000,1280,No,No,Yes,1,Haralur Road
Super built-up  Area,2 BHK,2,2,1,8305000,1245,Yes,Yes,No,0,BTM 1st Stage
Super built-up  Area,2 BHK,1,2,2,4400000,1027,Yes,No,Yes,1,7th Phase JP Nagar
Built-up  Area,2 BHK,2,2,,4617000,1200,No,Yes,No,1,Gayathri Nagar
Super built-up  Area,3 BHK,3,2,2,5800000,1100,No,No,No,0,Abbigere
Plot  Area,3 BHK,3,2,1,7200000,1065,Yes,Yes,Yes,1,Maruthi Nagar
Super built-up  Area,3 BHK,3,1,1,12900000,1814,Yes,Yes,Yes,0,Hebbal
Super built-up  Area,3 BHK,2,1,1,11200000,1610,Yes,No,No,0,5th Phase JP Nagar
Built-up  Area,1 BHK,1,2,1,7800000,850,Yes,No,No,0,Sarjapur  Road
Super built-up  Area,3 BHK,3,1,3,7900000,1600,Yes,Yes,No,0,Bannerghatta
Super built-up  Area,3 BHK,4,1,2,14000000,3200,No,No,Yes,1,Bellandur
Built-up  Area,3 BHK,2,1,1,7713000,1250,Yes,Yes,No,0,Rajiv Gandhi Nagar
Super built-up  Area,2 BHK,2,1,2,4600000,1243,No,Yes,No,0,Kengeri
Super built-up  Area,3 BHK,3,1,3,6098000,1452,Yes,Yes,No,1,Bhuvaneshwari Nagar
Super built-up  Area,3 BHK,3,2,3,7500000,1475,No,No,No,1,Thanisandra
Super built-up  Area,2 BHK,2,2,3,7500000,1353,Yes,No,No,1,Haralur Road
Carpet  Area,4 BHK,3,1,0,21000000,2100,No,Yes,Yes,0,Yelenahalli
Super built-up  Area,3 BHK,3,2,2,5800000,1750,No,Yes,No,0,Kanakpura Road
Plot  Area,4 BHK,4,2,3,55000000,4800,No,Yes,No,1,Medahalli
Built-up  Area,2 BHK,2,2,1,9600000,1270,No,Yes,No,0,Kannamangala
Built-up  Area,4 BHK,3,2,0,7500000,2700,Yes,Yes,Yes,0,Ramagondanahalli
Plot  Area,4 BHK,4,2,2,27000000,1200,Yes,No,No,1,Kumaraswami Layout
Built-up  Area,4 BHK,4,2,3,18800000,2695,No,No,No,1,Kasavanhalli
Super built-up  Area,3 BHK,3,1,2,6500000,1330,Yes,Yes,Yes,0,Old Mangammanapalya Road
Built-up  Area,2 BHK,1,2,0,1800000,660,No,No,No,0,Canara Bank Colony
Super built-up  Area,2 BHK,2,2,3,9000000,1400,No,Yes,Yes,0,Haralur Road
Built-up  Area,4 BHK,5,2,1,19500000,4000,No,Yes,No,1,Kanakpura Road
Super built-up  Area,3 BHK,3,2,2,7500000,1700,Yes,Yes,No,1,Ittamadu
Built-up  Area,2 BHK,2,1,2,9000000,1585,Yes,Yes,No,0,Electronic City
Super built-up  Area,3 BHK,3,1,3,6700000,1385,No,No,Yes,1,Maruthi Sevanagar
Super built-up  Area,2 BHK,2,2,1,6700000,1128,No,No,Yes,1,Electronics City Phase 1
Plot  Area,4 BHK,4,2,2,21800000,3200,Yes,Yes,No,0,Whitefield
Plot  Area,3 BHK,3,2,,20000000,1200,No,Yes,No,1,Sahakara Nagar
Super built-up  Area,2 BHK,2,2,2,6000000,1203,No,No,No,1,Battarahalli
Super built-up  Area,2 BHK,2,2,1,3500000,905,No,No,Yes,0,8th Phase JP Nagar
Super built-up  Area,3 BHK,3,1,2,7900000,1450,Yes,Yes,No,0,Thanisandra
Super built-up  Area,2 BHK,2,2,3,3800000,1105,Yes,Yes,No,0,Hessarghatta
Plot  Area,2 BHK,2,1,1,4613000,1200,Yes,Yes,Yes,0,Electronic City
Super built-up  Area,3 BHK,2,1,3,8900000,1530,No,No,No,0,BTM 2nd Stage
Super built-up  Area,2 BHK,2,2,1,3540000,1105,No,Yes,Yes,0,Gubbalala
Super built-up  Area,2 BHK,2,1,1,7856000,1333,Yes,No,No,0,Kanakpura Road
Built-up  Area,2 BHK,2,2,2,4500000,1065,Yes,Yes,No,0,Kasavanhalli
Plot  Area,3 BHK,2,1,2,8440000,1350,No,No,No,0,Kothanur
Super built-up  Area,2 BHK,2,2,2,4600000,1243,No,Yes,No,1,Electronic City
Super built-up  Area,3 BHK,3,1,2,7634000,1530,Yes,Yes,No,0,Whitefield
Plot  Area,2 BHK,2,2,1,6500000,1200,Yes,Yes,No,0,1Kasavanhalli
Super built-up  Area,2 BHK,2,1,1,9400000,1270,Yes,Yes,Yes,0,HSR Layout
Super built-up  Area,3 BHK,3,2,3,8900000,1830,No,No,Yes,1,Mallasandra
Super built-up  Area,2 BHK,2,1,3,3500000,900,No,No,Yes,0,Hennur Road
Plot  Area,4 BHK,2,2,2,25000000,2400,Yes,No,Yes,1,Varthur
Plot  Area,6 BHK,6,1,2,56000000,7000,Yes,No,No,0,Channasandra
Super built-up  Area,3 BHK,2,1,2,7800000,1450,Yes,Yes,Yes,1,Jalahalli
Super built-up  Area,3 BHK,3,1,3,6500000,1525,Yes,Yes,Yes,0,Whitefield
Built-up  Area,2 BHK,2,2,1,6700000,1080,Yes,No,No,1,Dasarahalli
Built-up  Area,2 BHK,2,2,2,7200000,1220,No,No,No,1,Hongasandra
Super built-up  Area,2 BHK,2,2,2,4440000,1200,Yes,No,No,1,Hosur Road
Super built-up  Area,2 BHK,2,2,0,7317000,1355,Yes,Yes,No,0,Haralur Road
Plot  Area,3 BHK,3,2,0,34800000,2400,No,No,No,1,Old Madras Road
Super built-up  Area,2 BHK,2,2,2,6000000,1500,No,No,No,0,Margondanahalli
Built-up  Area,2 BHK,2,1,2,9500000,1355,No,Yes,Yes,1,Whitefield
Built-up  Area,2 BHK,2,1,1,5700000,1070,Yes,No,Yes,0,Bellandur
Super built-up  Area,3 BHK,4,2,1,18000000,1980,Yes,Yes,Yes,1,Chandapura
Super built-up  Area,2 BHK,2,1,2,3000000,842,Yes,Yes,Yes,0,Attibele
Super built-up  Area,1 BHK,1,1,1,3120000,700,Yes,No,No,0,Varsova Layout
Built-up  Area,3 BHK,4,1,,6500000,2500,No,Yes,Yes,0,Bannerghatta Road
Built-up  Area,3 BHK,3,2,2,9500000,1884,No,Yes,Yes,1,J C Nagar
Built-up  Area,2 BHK,2,2,2,7500000,1100,No,No,No,0,Mahalakshmi Layout
Super built-up  Area,2 BHK,2,1,2,4054000,1196,No,Yes,No,1,Bagalur Main Road
Super built-up  Area,3 BHK,3,2,2,8500000,1820,No,Yes,Yes,1,Begur Road
Plot  Area,8 BHK,8,2,,14500000,1200,No,Yes,Yes,0,Bommanahalli
Super built-up  Area,2 BHK,2,2,2,4350000,1185,Yes,No,Yes,0,R.T. Nagar
Super built-up  Area,3 BHK,3,2,2,17000000,2145,Yes,Yes,No,1,Govindapura
Super built-up  Area,2 BHK,2,2,1,8900000,1220,Yes,No,Yes,0,Koramangala
Super built-up  Area,2 BHK,2,1,3,5191000,1116,Yes,Yes,No,1,Electronic City
Super built-up  Area,2 BHK,2,1,3,7500000,1192,Yes,No,No,0,CV Raman Nagar
Super built-up  Area,3 BHK,3,2,2,11000000,1449,Yes,Yes,No,1,Bommasandra
Plot  Area,3 BHK,3,2,1,25000000,2500,No,Yes,Yes,0,Bannerghatta Road
Built-up  Area,3 BHK,3,2,2,9000000,1700,No,Yes,No,1,Doddakammanahalli
Super built-up  Area,3 BHK,3,1,2,15000000,1920,No,Yes,Yes,0,"Kanakapura Road, "
Plot  Area,2 BHK,2,1,0,9000000,1350,Yes,Yes,Yes,1,Dena Bank Colony
Plot  Area,4 BHK,5,2,2,35000000,4800,Yes,Yes,Yes,0,Raja Rajeshwari Nagar
Built-up  Area,3 BHK,3,2,2,7400000,1700,No,No,No,1,Budigere
Super built-up  Area,2 BHK,3,2,2,7600000,1447,Yes,No,No,0,Basavanapura
Super built-up  Area,2 BHK,2,2,1,10700000,1329,Yes,No,No,1,Thanisandra
Built-up  Area,3 BHK,2,2,2,7044000,1314,Yes,No,Yes,0,Varthur
Plot  Area,3 BHK,3,1,2,11000000,1200,Yes,No,No,1,Whitefield
Plot  Area,6 BHK,3,1,0,22000000,1214,No,Yes,Yes,1,Whitefield
Super built-up  Area,3 BHK,3,2,1,10300000,1513,Yes,Yes,Yes,0,6th Phase JP Nagar
Super built-up  Area,2 BHK,2,2,1,6750000,1246,Yes,No,Yes,0,Marathahalli
Super built-up  Area,1 BHK,1,1,1,6500000,705,No,Yes,No,0,Ardendale
Super built-up  Area,2 BHK,2,2,2,6200000,1220,No,Yes,No,1,Electronic City
Super built-up  Area,3 BHK,2,2,1,4500000,1800,Yes,No,Yes,0,Hebbal
Super built-up  Area,3 BHK,3,2,2,7500000,1400,Yes,No,No,0,BTM 4th Stage
